Name,Address,Type,Website,Phone,Google Maps
"Bridgemaster""s. brewing Company","29 Beckwith Street E, Perth, Canada",Taproom,N/A,613 293 4268,http://www.google.com/maps/place/29%20Beckwith%20Street%20E+Perth+ON+Canada
Bridges Ale House and Eatery,"2415 22nd St W, Saskatoon, Canada",Brewpub,N/A,(306) 382-6060,http://www.google.com/maps/place/2415%2022nd%20St%20W+Saskatoon+SK+Canada
Brimstone Brewing Company,"209 Ridge Road N, Ridgeway, Canada",Micro,http://www.brimstonebrerwing.ca/,289-876-8657,http://www.google.com/maps/place/209%20Ridge%20Road%20N+Ridgeway+ON+Canada
BriteBev Brands and Fuggles Brewery,"11220 Horseshoe way, Richmond, Canada",Micro,N/A,7788814252,http://www.google.com/maps/place/11220%20Horseshoe%20way+Richmond+BC+Canada
Broadway Microbrasserie,"540 Ave Broadway, Shawinigan, Canada",Micro,http://www.bwmicrobrasserie.com/,(819) 537-0044,http://www.google.com/maps/place/540%20Ave%20Broadway+Shawinigan+QC+Canada
Broadway Pub Brasserie,"520 Av Broadway, Shawinigan, Canada",Brewpub,http://www.bwmicrobrasserie.com/,(819) 537-0044,http://www.google.com/maps/place/520%20Av%20Broadway+Shawinigan+QC+Canada
Broken Stick Brewing Company,"5450 Canotek Rd Unit 78, Ottowa, Canada",Micro,http://www.brokenstickbrewing.com/,N/A,http://www.google.com/maps/place/5450%20Canotek%20Rd%20Unit%2078+Ottowa+ON+Canada
Broue Pub Brouhaha,"5860 De Lorimier, Montreal, Canada",Brewpub,N/A,(514) 271-7571,http://www.google.com/maps/place/5860%20De%20Lorimier+Montreal+QC+Canada
Brunswick Bierworks,"25 Curity Ave, East York, Canada",Micro,http://www.brunswickbierworks.com/,416-285-1269,http://www.google.com/maps/place/25%20Curity%20Ave+East%20York+ON+Canada
Brutopia,"1219 Rue Crescent, Montreal, Canada",Brewpub,http://www.brutopia.net/,(514) 393-9277,http://www.google.com/maps/place/1219%20Rue%20Crescent+Montreal+QC+Canada
Buffalo Brewpub,"278 1 Ave NE, Swift Current, Canada",Brewpub,N/A,(306) 778-9110,http://www.google.com/maps/place/278%201%20Ave%20NE+Swift%20Current+SK+Canada
Bushwakker Brewing Co Ltd,"2206 Dewdney Ave, Regina, Canada",Brewpub,http://2206%20dewdney%20ave./,(306) 359-7276,http://www.google.com/maps/place/2206%20Dewdney%20Ave+Regina+SK+Canada
CANOE Brewpub,"450 Swift St, Victoria, Canada",Brewpub,N/A,(250) 361-1940,http://www.google.com/maps/place/450%20Swift%20St+Victoria+BC+Canada
CEEPS Barneys Ltd,"671 Richmond St, London, Canada",Brewpub,N/A,(519) 432-1425,http://www.google.com/maps/place/671%20Richmond%20St+London+ON+Canada
C`est What?,"67 Front St East, Toronto, Canada",Brewpub,http://www.cestwhat.com/,(416) 867-9499,http://www.google.com/maps/place/67%20Front%20St%20East+Toronto+ON+Canada
Cabin Brewing Company,"505 36 Ave SE, Calgary, Canada",Regional,http://www.cabinbrewing.ca/,(403) 681-7619,http://www.google.com/maps/place/505%2036%20Ave%20SE+Calgary+null+Canada
Calabogie Brewing,"Calabogie Brewing Co 105 Schneider Rd, Ottawa, Canada",Micro,N/A,6133140137,http://www.google.com/maps/place/Calabogie%20Brewing%20Co105%20Schneider%20Rd+Ottawa+ON+Canada
Calabogie Brewing Company,"12612 Lanark Rd., Calabogie, Canada",Micro,http://www.calabogiebrewingco.ca/,613-752-2739,http://www.google.com/maps/place/12612%20Lanark%20Rd.+Calabogie+ON+Canada
Calabogie Brewing Company Ltd.,"12612 Lanark Road, Lanark, Canada",Micro,http://calabogiebrewingco.ca/,01 (613) 729-2739,http://www.google.com/maps/place/12612%20Lanark%20Road+Lanark+ON+Canada
Camerons Brewing Co,"1165 Invicta Drive, Oakville, Canada",Micro,N/A,905-849-8282,http://www.google.com/maps/place/1165%20Invicta%20Drive+Oakville+ON+Canada
Camp Beer Co,"#110 19664 64th ave, Langley, Canada",Micro,https://www.campbeer.ca/,6043185315,http://www.google.com/maps/place/#110%2019664%2064th%20ave+Langley+BC+Canada
Canmore Brewing Company,"1460 Railway Avenue, Canmore, Canada",Micro,http://www.canmorebrewing.com/,403-678-2337,http://www.google.com/maps/place/1460%20Railway%20Avenue+Canmore+AB+Canada
Cannery Brewing,"198 Ellis St, Penticton, Canada",Micro,http://www.cannerybrewing.com/,(250) 493-2723,http://www.google.com/maps/place/198%20Ellis%20St+Penticton+BC+Canada
Category 12 Brewing,"Unit C 2200 Keating Cross Rd, Saanichton, Canada",Micro,http://www.category12beer.com/,250-652-9668,http://www.google.com/maps/place/Unit%20C%202200%20Keating%20Cross%20Rd+Saanichton+BC+Canada
Cavok Brewing Co,"250 DIeppe Blvd, DIeppe, Canada",Taproom,N/A,506-961-5835,http://www.google.com/maps/place/250%20DIeppe%20Blvd+DIeppe+NB+Canada
Celtic Knot Brewing,N/A,Contract,http://www.facebook.com/celticknotbrewing,(506) 988-2551,http://www.google.com/maps/place/23%20Biggs%20Dr+Riverview+NB+Canada
Central City Brewing Co,"11411 Bridgeview Drive, Surrey, Canada",Brewpub,http://www.centralcitybrewing.com/,604-588-2337,http://www.google.com/maps/place/11411%20Bridgeview%20Drive+Surrey+BC+Canada
Charlys Brewpub / Timeout Brewing,"4715 Tecumseh Road East, Windsor, Canada",Brewpub,http://www.mnsi.net/~dcoop/index.htm,(519) 945-5512,http://www.google.com/maps/place/4715%20Tecumseh%20Road%20East+Windsor+ON+Canada
Chedabucto Bay Brewery / Rare Bird Pub,"80 Main Street, Guysborough, Canada",Brewpub,http://www.rarebirdpub.com/,(920) 533-2078,http://www.google.com/maps/place/80%20Main%20Street+Guysborough+NS+Canada
Cheshire Valley Brewing Co,N/A,Contract,N/A,N/A,http://www.google.com/maps/place/null+Toronto+ON+Canada
Chillers Brew Pub,"510 Home St W, Moose Jaw, Canada",Brewpub,N/A,(306) 694-5100,http://www.google.com/maps/place/510%20Home%20St%20W+Moose%20Jaw+SK+Canada
Church Key Brewing Co,"1678 County Rd #38, Campbellford, Canada",Micro,http://www.churchkeybrewing.com/,(705) 653-9950,http://www.google.com/maps/place/1678%20County%20Rd%20#38+Campbellford+ON+Canada
Citizen Brewing Company,"227 35th Ave NE, Calgary, Canada",Brewpub,http://www.citizenbrewingcompany.com/,01 (403) 474-4677,http://www.google.com/maps/place/227%2035th%20Ave%20NE+Calgary+AB+Canada
Clarks Crossing Brewpub,"3030 Diefenbaker Dr, Saskatoon, Canada",Brewpub,N/A,(306) 384-6633,http://www.google.com/maps/place/3030%20Diefenbaker%20Dr+Saskatoon+SK+Canada
Clocktower Brewpub,"575 Bank St, Ottawa, Canada",Brewpub,N/A,613-233-7849,http://www.google.com/maps/place/575%20Bank%20St+Ottawa+ON+Canada
Coal Harbor Brewing Company,"1967 Triumph Street, Vancouver, Canada",Micro,N/A,604-215-7471,http://www.google.com/maps/place/1967%20Triumph%20Street+Vancouver+BC+Canada
Coast Mountain Brewing,"2-1212 Alpha Lake Rd, Whistler, Canada",Regional,http://www.coastmountainbrewing.com/,01 (604) 905-8008,http://www.google.com/maps/place/2-1212%20Alpha%20Lake%20Rd+Whistler+BC+Canada
Cold Garden Beverage Company,"1100 11th Street SE, Calgary, Canada",Taproom,N/A,4034184002,http://www.google.com/maps/place/1100%2011th%20Street%20SE+Calgary+AB+Canada
Collective Arts Brewing,"207, Burlington East, Hamilton, Canada",Micro,https://collectiveartsbrewing.com/,90 (574) 132-35,"http://www.google.com/maps/place/207,%20Burlington%20East+Hamilton+ON+Canada"
Connector Brewing,"3310 Carrington Road, Westbank, Canada",Brewpub,N/A,N/A,http://www.google.com/maps/place/3310%20Carrington%20Road+Westbank+BC+Canada
Cool Beer Brewing Co,"164 Evans Avenue, Etobicoke, Canada",Micro,http://www.coolbeer.com/,416-255-7100,http://www.google.com/maps/place/164%20Evans%20Avenue+Etobicoke+ON+Canada
Copper Bottom Brewing,"567 Main St, Montague, Canada",Taproom,http://copperbottombrewing.com/,01 (902) 326-9536,http://www.google.com/maps/place/567%20Main%20St+Montague+null+Canada
Corsaire Microbrasserie,"8780 Boul. Guillaume-Couture, Levis, Canada",Micro,http://www.corsairemicro.com/,418-903-9105,http://www.google.com/maps/place/8780%20Boul.%20Guillaume-Couture+Levis+QC+Canada
Coulee Brew Co,"4085 2 Ave S, Lethbridge, Canada",Brewpub,http://www.couleebrew.co/,403-394-2337,http://www.google.com/maps/place/4085%202%20Ave%20S+Lethbridge+AB+Canada
Covered Bridge Brewing,"119 Iber Road #6, Stittsville, Canada",Micro,http://www.coveredbridgebrewing.com/,(613) 915-2337,http://www.google.com/maps/place/119%20Iber%20Road%20#6+Stittsville+ON+Canada
Cowbell Brewing Co,"40035 Blyth Rd, Blyth, Canada",Micro,http://www.cowbellbrewing.com/,519-523-4724,http://www.google.com/maps/place/40035%20Blyth%20Rd+Blyth+ON+Canada
Craft Beer Commonwealth Ltd,"558 Laura Ave, Red Deer County, Canada",Micro,https://birdycoffeeco.ca/,4035882537,http://www.google.com/maps/place/558%20Laura%20Ave+Red%20Deer%20County+AB+Canada
Craig Street Brewing,"25 Craig Street, Duncan, Canada",Brewpub,N/A,(250) 737-2337,http://www.google.com/maps/place/25%20Craig%20Street+Duncan+BC+Canada
Crannog Ales Ltd,"706 Elson Road, Sorrento, Canada",Micro,N/A,250-675-6847,http://www.google.com/maps/place/706%20Elson%20Road+Sorrento+BC+Canada
Creekside Pub & Brewery,"3215 Eastgate Drive, Regina, Canada",Brewpub,N/A,(306) 721-2739,http://www.google.com/maps/place/3215%20Eastgate%20Drive+Regina+SK+Canada
Creemore Springs Brewery,"139 Mill St, Creemore, Canada",Regional,http://www.creemoresprings.com/,(705) 466-2240,http://www.google.com/maps/place/139%20Mill%20St+Creemore+ON+Canada
CrossRoads Brewing and Distillery,"508 George St, Prince George, Canada",Brewpub,http://www.crossroadscraft.com/,(250) 614-2337,http://www.google.com/maps/place/508%20George%20St+Prince%20George+BC+Canada
Cumberland Brewing Company,"PO 1395 2732 Dunsmuir Ave, Cumberland, Canada",Brewpub,http://cumberlandbrewing.com/,250-400-2750,http://www.google.com/maps/place/PO%201395%202732%20Dunsmuir%20Ave+Cumberland+null+Canada
Curious Creatures Brewing Corp.,N/A,Contract,N/A,6044455177,http://www.google.com/maps/place/11220%20Horseshoe%20Way%20#103+Richmond+BC+Canada
Dageraad Brewing,"3191 Thunderbird Cres #114, Burnaby, Canada",Micro,http://www.dageraadbrewing.com/,(604) 420-2050,http://www.google.com/maps/place/3191%20Thunderbird%20Cres%20#114+Burnaby+BC+Canada
Dead Frog Brewery,"27272 Gloucester Way Unit 1, Aldergrove, Canada",Micro,http://www.deadfrogbrewery.com/,(888) 856-1055,http://www.google.com/maps/place/27272%20Gloucester%20Way%20Unit%201+Aldergrove+BC+Canada
Deep Cove Brewers and Distillers,"2270 Dollarton Hwy Unit 170, North Vancouver, Canada",Regional,http://www.deepcovecraft.com/,(604) 770-1136,http://www.google.com/maps/place/2270%20Dollarton%20Hwy%20Unit%20170+North%20Vancouver+BC+Canada
Delta Brewery,"Units, Calgary, Canada",Micro,http://www.deltabrewery.ca/,(403) 619-1221,http://www.google.com/maps/place/Units+Calgary+AB+Canada
Devil May Care Brewing,"1875 Pembina Highway, Winnipeg, Canada",Micro,http://devilmaycarebrewing.com/,N/A,http://www.google.com/maps/place/1875%20Pembina%20Highway+Winnipeg+MB+Canada
Dildo Brewing Company,"7 Front Road, Dildo, Canada",Micro,http://www.dildobrewingco.ca/,709-582-3335,http://www.google.com/maps/place/7%20Front%20Road+Dildo+NL+Canada
District Brewing Co,"1555 8th Ave, Regina, Canada",Micro,http://districtbrewing.ca/,306-790-2337,http://www.google.com/maps/place/1555%208th%20Ave+Regina+SK+Canada
Dockside Brewing Co,"1253 Johnson St, Vancouver, Canada",Brewpub,N/A,(604) 685-7070,http://www.google.com/maps/place/1253%20Johnson%20St+Vancouver+BC+Canada
Dominion City Brewing,"5510 Canotek Road, Ottawa, Canada",Micro,http://www.dominioncity.ca/,613-688-6207,http://www.google.com/maps/place/5510%20Canotek%20Road+Ottawa+ON+Canada
Double Trouble Brewing Company,N/A,Contract,http://www.doubletroublebrewing.com/,1-855-467-5683,http://www.google.com/maps/place/950%20Woodlawn%20Rd.%20W+null+null+Canada
Driftwood Brewing Co,"836 Viewfield Rd, Esquimalt, Canada",Regional,http://www.driftwoodbeer.com/,250-590-3555,http://www.google.com/maps/place/836%20Viewfield%20Rd+Esquimalt+null+Canada
"Drummond Brewing Co, Ltd","6610 71 Street #8, Red Deer, Canada",Micro,http://www.drummondbeer.com/,(403) 346-1146,http://www.google.com/maps/place/6610%2071%20Street%20#8+Red%20Deer+AB+Canada
Duke of Duckworth,"325 Duckworth Street, St. Johns, Canada",Brewpub,http://www.theduke.nf.ca/,(709) 739-6344,http://www.google.com/maps/place/325%20Duckworth%20Street+St.%20Johns+NL+Canada
Durham Brewing Co,"1885 Clements Rd, Pickering, Canada",Micro,N/A,(905) 686-3022,http://www.google.com/maps/place/1885%20Clements%20Rd+Pickering+ON+Canada
East Vancouver Brewing Company,"1675 Venables street, Vancouver, Canada",Micro,N/A,N/A,http://www.google.com/maps/place/1675%20Venables%20street+Vancouver+BC+Canada
Eastbound Brewing Company,"700 Queen St East, Toronto, Canada",Brewpub,http://www.eastboundbeer.com/,416-901-1299,http://www.google.com/maps/place/700%20Queen%20St%20East+Toronto+ON+Canada
Eighty-Eight Brewing Company,"#1070 - 2600 Portland Street SE, Calgary, Canada",Micro,http://www.eightyeightbrewing.ca/,5877002553,http://www.google.com/maps/place/#1070%20-%202600%20Portland%20Street%20SE+Calgary+AB+Canada
El Gringo Beer,N/A,Contract,http://elgringobeer.ca/,01 (519) 500-5029,http://www.google.com/maps/place/207-53%20Widdicombe%20Hill%20Boulevard+Etobicoke+ON+Canada
Evermoore Brewing Co,"192 Water Street, Summerside, Canada",Brewpub,http://www.evermoorebrewing.ca/,01 (902) 436-7218,http://www.google.com/maps/place/192%20Water%20Street+Summerside+PE+Canada
F & M Brewery,"355 Elmira Road, Guelph, Canada",Micro,http://www.fmbrewery.com/,(519) 824-1195,http://www.google.com/maps/place/355%20Elmira%20Road+Guelph+ON+Canada
Factory Brewing Ltd,"1575 Vernon Drive, Vancouver, Canada",Micro,http://www.factory.beer/,(604) 615-2327,http://www.google.com/maps/place/1575%20Vernon%20Drive+Vancouver+BC+Canada
Faculty Brewing Co.,"1830 Ontario Street, Vancouver, Canada",Micro,N/A,778-819-6794,http://www.google.com/maps/place/1830%20Ontario%20Street+Vancouver+BC+Canada
Fairweather Brewing Co.,"5 Ofield Road Unit 1, Hamilton, Canada",Micro,N/A,2898210662,http://www.google.com/maps/place/5%20Ofield%20Road%20Unit%201+Hamilton+ON+Canada
Falcon Brewing Company,N/A,Contract,http://www.sbc.beer/,905-686-6686,http://www.google.com/maps/place/30%20Barr%20Rd+Ajax+ON+Canada
Farmery Estate Brewery,"480 MB-5, Neepawa, Canada",Micro,http://www.farmery.ca/,(204) 777-0909,http://www.google.com/maps/place/480%20MB-5+Neepawa+MB+Canada
Farnham Ale and Lager,"401 Boulevard De Normandie Nord, Farnham, Canada",Micro,N/A,450-293-1116,http://www.google.com/maps/place/401%20Boulevard%20De%20Normandie%20Nord+Farnham+QC+Canada
Fat Cat Brewery,"940 Old Victoria Rd #2, Nanaimo, Canada",Micro,N/A,(250) 716-2739,http://www.google.com/maps/place/940%20Old%20Victoria%20Rd%20#2+Nanaimo+BC+Canada
Fat Unicorn Brewery,N/A,Contract,http://www.fubrew.com/,(780) 623-0477,http://www.google.com/maps/place/Box%20276+Plamondon+AB+Canada
Federation of Beer,"PO Box 70065, Airdrie, Canada",Alt%20Prop,http://www.federationofbeer.com/,(406) 730-1500,http://www.google.com/maps/place/PO%20Box%2070065+Airdrie+AB+Canada
Ferme Brasserie Schoune,"2075 Chemin Ste Catherine, St-Polycarpe, Canada",Micro,N/A,450-265-3765,http://www.google.com/maps/place/2075%20Chemin%20Ste%20Catherine+St-Polycarpe+QC+Canada
Ferme Brasserie Schoune Inc,"2075 Ch Ste Catherine, St Polycarpe, Canada",Micro,http://www.schoune.com/,1 (450) 265-3765,http://www.google.com/maps/place/2075%20Ch%20%20Ste%20Catherine+St%20Polycarpe+null+Canada
Fernie Brewing Company,"26 Manitou Rd, Fernie, Canada",Brewpub,http://www.ferniebrewing.com/,(250) 423-7797,http://www.google.com/maps/place/26%20Manitou%20Rd+Fernie+BC+Canada
Field House Brewing Co.,"2281 west railway st., Abbotsford, Canada",Brewpub,http://www.fieldhousebrewing.com/,01 (604) 776-2739,http://www.google.com/maps/place/2281%20west%20railway%20st.+Abbotsford+BC+Canada
Fisher Peak Brewing Co.,"821 Baker St, Cranbrook, Canada",Brewpub,N/A,2504267922,http://www.google.com/maps/place/821%20Baker%20St+Cranbrook+BC+Canada
Fixed Gear Brewing Company,"20 Alma St, Guelph, Canada",Micro,http://www.fixedgearbrewing.com/,01 (519) 265-7065,http://www.google.com/maps/place/20%20Alma%20St+Guelph+ON+Canada
Flora Hall Brewing,"37 Flora St., Ottawa, Canada",Micro,http://www.florahallbrewing.ca/,01 (613) 793-7941,http://www.google.com/maps/place/37%20Flora%20St.+Ottawa+ON+Canada
Flying Monkeys Craft Brewery,"107 Dunlop Street East, Barrie, Canada",Micro,https://www.flyingmonkeys.ca/,(705) 721-8989,http://www.google.com/maps/place/107%20Dunlop%20Street%20East+Barrie+ON+Canada
Foamers' Folly Brewing Co.,"19221 122A Ave, Pitt Meadows, Canada",Taproom,http://www.foamersfolly.ca/,(604) 459-7837,http://www.google.com/maps/place/19221%20122A%20Ave+Pitt%20Meadows+BC+Canada
Foghorn Brewing Company,"47 Clark Road, Rothesay, Canada",Micro,N/A,N/A,http://www.google.com/maps/place/47%20Clark%20Road+Rothesay+NB+Canada
Folding Mountain Brewing,"49321 Hwy 16, Hinton, Canada",Brewpub,http://www.foldingmountain.com/,(780) 817-6287,http://www.google.com/maps/place/49321%20Hwy%2016+Hinton+AB+Canada
Formosa Springs Brewery Inc.,"1120 Bruce Road 12, Formosa, Canada",Micro,N/A,(519) 367-3300,http://www.google.com/maps/place/1120%20Bruce%20Road%2012+Formosa+ON+Canada
Fort Garry Brewing Co Ltd.,"130 Lowson Cres St, Winnipeg, Canada",Micro,http://www.fortgarry.com/,(204) 487-3678,http://www.google.com/maps/place/130%20Lowson%20Cres%20St+Winnipeg+MB+Canada
Fort Garry Brewing Company,"130 Lowson Crescent, Winnipeg, Canada",Regional,N/A,2044873678,http://www.google.com/maps/place/130%20Lowson%20Crescent+Winnipeg+MB+Canada
Four Winds Brewing Company Ltd,"4-7355 72nd St., Delta, Canada",Micro,http://fourwindsbrewing.ca/,(604) 940-9949,http://www.google.com/maps/place/4-7355%2072nd%20St.+Delta+BC+Canada
Fox and Hounds Pub and Brewery,"20-7 Asisniboine Dr, Saskatoon, Canada",Brewpub,N/A,(306) 664-2233,http://www.google.com/maps/place/20-7%20Asisniboine%20Dr+Saskatoon+SK+Canada
Frampton Brasse,"Rang 5 Et 6, Frampton, Canada",Micro,http://www.framptonbrasse.com/,418-479-5683,http://www.google.com/maps/place/Rang%205%20Et%206+Frampton+QC+Canada
Freddys Brewpub,"948 McCurdy Road #124, Kelowna, Canada",Brewpub,N/A,250-765-8956,http://www.google.com/maps/place/948%20McCurdy%20Road%20#124+Kelowna+BC+Canada
Fuggles & Warlock Craftworks,"Unit 103 - 11220 Horseshoe Way, Richmond, Canada",Micro,http://www.fuggleswarlock.com/,604-285-7745,http://www.google.com/maps/place/Unit%20103%20-%2011220%20Horseshoe%20Way+Richmond+BC+Canada
Fuggles Breworks,"11220 Horseshoe Way, Richmond, BC. Canada, Richmond, Canada",Micro,N/A,7788814252,"http://www.google.com/maps/place/11220%20Horseshoe%20Way,%20Richmond,%20BC.%20Canada+Richmond+BC+Canada"
Gahan Brewery -Production facility,"449 University Ave, Charlottetown, Canada",Micro,http://www.halifax.gahan.ca/,N/A,http://www.google.com/maps/place/449%20University%20Ave+Charlottetown+PE+Canada
Gainsbourg Bistro-brasserie,"9 Aubry St, Gatineau, Canada",Brewpub,http://www.gainsbourg.ca/,18197773700,http://www.google.com/maps/place/9%20Aubry%20St+Gatineau+QC+Canada
Gambrinus Brasserie Artisanale,"3160 Boulevard des Forges, Trois-Rivieres, Canada",Brewpub,N/A,(819) 691-3371,http://www.google.com/maps/place/3160%20Boulevard%20des%20Forges+Trois-Rivieres+QC+Canada
Gananoque Brewing Company,"9 King Street East, Gananoque, Canada",Brewpub,http://www.ganbeer.com/,613-463-9131,http://www.google.com/maps/place/9%20King%20Street%20East+Gananoque+ON+Canada
Garrison Brewing Co,"1149 Marginal Rd, Halifax, Canada",Micro,http://www.garrisonbrewing.com/,(902) 453-5343,http://www.google.com/maps/place/1149%20Marginal%20Rd+Halifax+NS+Canada
Gateway Brewing Company,"33 Ontario Street, Trenton, Canada",Micro,N/A,N/A,http://www.google.com/maps/place/33%20Ontario%20Street+Trenton+ON+Canada
Gladstone Brewing,"244 4th St, Courtenay, Canada",Brewpub,http://gladstonebrewing.ca/,(250) 661-4664,http://www.google.com/maps/place/244%204th%20St+Courtenay+BC+Canada
Gold Crown Brewing Co,"71 King St N, Waterloo, Canada",Micro,N/A,(519) 886-2071,http://www.google.com/maps/place/71%20King%20St%20N+Waterloo+ON+Canada
Golden Lion Pub and Brewing Co,"2902 Rue College, Sherbrooke, Canada",Brewpub,http://www.lionlennoxville.com/,(819) 562-4589,http://www.google.com/maps/place/2902%20Rue%20College+Sherbrooke+QC+Canada
Goldenfield Brewery Ltd.,"71 Sunrise Avenue, Toronto, Canada",Taproom,http://goldenfieldbrewery.com/,833-388-2337,http://www.google.com/maps/place/71%20Sunrise%20Avenue+Toronto+null+Canada
Goose Island Brewhouse Toronto,"70 The Esplanade, Toronto, Canada",Brewpub,N/A,6472019739,http://www.google.com/maps/place/70%20The%20Esplanade+Toronto+ON+Canada
Grande Allee,"4312, Boulevard De La Grande-Allée, Boisbriande, Canada",Micro,N/A,N/A,"http://www.google.com/maps/place/4312,%20Boulevard%20De%20La%20Grande-All%C3%A9e+Boisbriande+QC+Canada"
Granite Brewery,"245 Eglinton Ave E, Toronto, Canada",Brewpub,http://www.granitebrewery.ca/,(416) 322-0723,http://www.google.com/maps/place/245%20Eglinton%20Ave%20E+Toronto+ON+Canada
Granite Brewery (No 2),"6054 Stairs St, Halifax, Canada",Brewpub,http://www.granitebrewery.ca/,902-422-4954,http://www.google.com/maps/place/6054%20Stairs%20St+Halifax+NS+Canada
Granville Island Brewing,"1442 Cartwright St, Vancovuer, Canada",Brewpub,http://www.gib.ca/,(604) 638-1443,http://www.google.com/maps/place/1442%20Cartwright%20St+Vancovuer+BC+Canada
Granville Island Brewing Co,"1441 Cartwright St, Vancouver, Canada",Regional,http://www.gib.ca/,(604) 687-2739,http://www.google.com/maps/place/1441%20Cartwright%20St+Vancouver+BC+Canada
Granville Island Brewing Co,"1441 Cartwright Street, Vancouver, Canada",Regional,http://www.gib.ca/,604-687-2739,http://www.google.com/maps/place/1441%20Cartwright%20Street+Vancouver+BC+Canada
Graystone Brewing,"221 King St, Fredericton, Canada",Micro,http://www.graystonebrewing.com/,(506) 459-7710,http://www.google.com/maps/place/221%20King%20St+Fredericton+NB+Canada
Great Lakes Brewery,"30 Queen Elizabeth Blvd, Etobicoke, Canada",Micro,http://www.greatlakesbeer.com/,416-255-4510,http://www.google.com/maps/place/30%20Queen%20Elizabeth%20Blvd+Etobicoke+null+Canada
Great Western Brewing Co,"519 Second Ave N, Saskatoon, Canada",Regional,N/A,(306) 653-4653,http://www.google.com/maps/place/519%20Second%20Ave%20N+Saskatoon+SK+Canada
Grimross Brewing Co,"600 Bishop Drive, Fredericton, Canada",Micro,http://www.grimross.com/,(506) 454-4810,http://www.google.com/maps/place/600%20Bishop%20Drive+Fredericton+NB+Canada
Grizzly Paw Brewing Co,"622 8th St, Canmore, Canada",Brewpub,http://www.thegrizzlypaw.com/,(403) 678-9983,http://www.google.com/maps/place/622%208th%20St+Canmore+AB+Canada
Gulf Islands Brewery,"270 Furness Rd, Salt Spring Island, Canada",Micro,http://www.saltspring.com/brewer,778-354-1121,http://www.google.com/maps/place/270%20Furness%20Rd+Salt%20Spring%20Island+BC+Canada
HELM Brasseur Gourmand,"273 Rue Bernard Ouest, Montreal, Canada",Brewpub,http://www.helm-mtl.ca/,(514) 276-0473,http://www.google.com/maps/place/273%20Rue%20Bernard%20Ouest+Montreal+QC+Canada
Half Hitch Brewing,"10 Griffin Industrial Point #1, Cochrane, Canada",Micro,http://www.halfhitchbrewing.ca/,403-988-4214,http://www.google.com/maps/place/10%20Griffin%20Industrial%20Point%20#1+Cochrane+AB+Canada
Half Pints Brewing Co,"550 Roseberry Street, Winnipeg, Canada",Micro,http://www.halfpintsbrewing.com/,(204) 832-7468,http://www.google.com/maps/place/550%20Roseberry%20Street+Winnipeg+MB+Canada
Heidelberg Restaurant and Brewery,"3006 Lobsinger Line, Heidelberg, Canada",Brewpub,N/A,(519) 699-4413,http://www.google.com/maps/place/3006%20Lobsinger%20Line+Heidelberg+ON+Canada
Hell Bay Brewing Company,"38 Legion St, Liverpool, Canada",Micro,http://www.hellbaybrewing.com/,(902) 356-3556,http://www.google.com/maps/place/38%20Legion%20St+Liverpool+NS+Canada
Hell' S Gate Brewing Co,"406-1148 Homer St., Vancouver, Canada",Micro,http://www.hellsgatebrewing.com/,(604) 263-9994,http://www.google.com/maps/place/406-1148%20Homer%20St.+Vancouver+BC+Canada
Hells Basement Brewery,"552 18st SW #102, Medicine Hat, Canada",Micro,http://www.hellsbasement.com/,403-487-0489,http://www.google.com/maps/place/552%2018st%20SW%20#102+Medicine%20Hat+AB+Canada
Henderson Brewing Company,"128A Sterling Rd, Toronto, Canada",Micro,http://www.hendersonbrewing.com/,01 (647) 839-8056,http://www.google.com/maps/place/128A%20Sterling%20Rd+Toronto+ON+Canada
Heritage Brewing Ltd,"40 Bennett St Unit 5-7, Carlton Place, Canada",Micro,http://www.heritagebrewing.com/,(613) 257-7845,http://www.google.com/maps/place/40%20Bennett%20St%20Unit%205-7+Carlton%20Place+ON+Canada
High Key Brewing Corp.,"102-23rd St E, Saskatoon, Canada",Brewpub,http://www.hkbrew.ca/,(306) 262-5745,http://www.google.com/maps/place/102-23rd%20St%20E+Saskatoon+null+Canada
High Mountain Brewing Co,"4355 Blackcomb Way, Whistler, Canada",Brewpub,N/A,(604) 905-2739,http://www.google.com/maps/place/4355%20Blackcomb%20Way+Whistler+BC+Canada
High River Brewing Company,"510G 21 St SE, High River, Canada",Taproom,N/A,N/A,http://www.google.com/maps/place/510G%2021%20St%20SE+High%20River+null+Canada
Highlander Brewing Co,"19 Howard St, South River, Canada",Micro,http://www.highlanderbrewco.com/,(705) 386-2337,http://www.google.com/maps/place/19%20Howard%20St+South%20River+ON+Canada
Hockley Valley Brewing,"25 Centennial Rd #10, Orangeville, Canada",Micro,http://www.hockleybeer.ca/,(519) 941-8887,http://www.google.com/maps/place/25%20Centennial%20Rd%20#10+Orangeville+ON+Canada
Hop City Brewing Co,"54 Bramsteele Rd, Brampton, Canada",Micro,https://www.hopcity.com/,(506) 635-7000,http://www.google.com/maps/place/54%20Bramsteele%20Rd+Brampton+ON+Canada
Hopera,"2377 st-dominique, jonquiere, Canada",Brewpub,http://hopera.ca/,(418) 412-9900,http://www.google.com/maps/place/2377%20st-dominique+jonquiere+QC+Canada
Hopfenstark,"643 Boulevard L'Ange Gardien, L'Assomption, Canada",Micro,http://www.hopfenstark.com/,(450) 713-3060,http://www.google.com/maps/place/643%20Boulevard%20L'Ange%20Gardien+L'Assomption+QC+Canada
